"full.name","group.level","group.value","count.level","count.value","perc.level","perc.value","range.level","range.value"
"Pinus.roxburghii_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Gain",251,"PercLoss",-27.761,"FutureRangeSize.FullDisp",44285
"Pinus.roxburghii_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Gain",218,"PercLoss",-22.043,"FutureRangeSize.FullDisp",51668
"Pinus.roxburghii_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Loss",16922,"PercGain",0.412,"FutureRangeSize.FullDisp",44285
"Pinus.roxburghii_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Loss",14548,"PercGain",0.33,"FutureRangeSize.FullDisp",51668
"Pinus.roxburghii_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Stable0",304309,"PercGain",0.412,"FutureRangeSize.FullDisp",44285
"Pinus.roxburghii_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Stable0",299300,"PercGain",0.33,"FutureRangeSize.FullDisp",51668
"Pinus.roxburghii_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Stable1",44034,"PercGain",0.412,"FutureRangeSize.FullDisp",44285
"Pinus.roxburghii_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Stable1",51450,"PercGain",0.33,"FutureRangeSize.FullDisp",51668
"Pinus.roxburghii_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Gain",251,"PercGain",0.412,"FutureRangeSize.FullDisp",44285
"Pinus.roxburghii_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Gain",218,"PercGain",0.33,"FutureRangeSize.FullDisp",51668
"Pinus.roxburghii_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Loss",16922,"SpeciesRangeChange",-27.349,"FutureRangeSize.FullDisp",44285
"Pinus.roxburghii_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Loss",14548,"SpeciesRangeChange",-21.713,"FutureRangeSize.FullDisp",51668
"Pinus.roxburghii_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Stable0",304309,"SpeciesRangeChange",-27.349,"FutureRangeSize.FullDisp",44285
"Pinus.roxburghii_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Stable0",299300,"SpeciesRangeChange",-21.713,"FutureRangeSize.FullDisp",51668
"Pinus.roxburghii_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Stable1",44034,"SpeciesRangeChange",-27.349,"FutureRangeSize.FullDisp",44285
"Pinus.roxburghii_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Stable1",51450,"SpeciesRangeChange",-21.713,"FutureRangeSize.FullDisp",51668
"Pinus.roxburghii_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Gain",251,"SpeciesRangeChange",-27.349,"FutureRangeSize.FullDisp",44285
"Pinus.roxburghii_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Pinus.roxburghii","Gain",218,"SpeciesRangeChange",-21.713,"FutureRangeSize.FullDisp",51668
