"full.name","group.level","group.value","count.level","count.value","perc.level","perc.value","range.level","range.value"
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable1",41859,"PercGain",4.49,"FutureRangeSize.NoDisp",41859
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Gain",2718,"PercGain",4.639,"FutureRangeSize.NoDisp",43736
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Gain",2459,"PercGain",4.49,"FutureRangeSize.NoDisp",41859
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Loss",14854,"SpeciesRangeChange",-20.713,"FutureRangeSize.NoDisp",43736
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Loss",12902,"SpeciesRangeChange",-19.07,"FutureRangeSize.NoDisp",41859
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable0",304208,"SpeciesRangeChange",-20.713,"FutureRangeSize.NoDisp",43736
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable0",308296,"SpeciesRangeChange",-19.07,"FutureRangeSize.NoDisp",41859
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable1",43736,"SpeciesRangeChange",-20.713,"FutureRangeSize.NoDisp",43736
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable1",41859,"SpeciesRangeChange",-19.07,"FutureRangeSize.NoDisp",41859
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Gain",2718,"SpeciesRangeChange",-20.713,"FutureRangeSize.NoDisp",43736
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Gain",2459,"SpeciesRangeChange",-19.07,"FutureRangeSize.NoDisp",41859
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Loss",14854,"PercLoss",-25.352,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Loss",12902,"PercLoss",-23.561,"FutureRangeSize.FullDisp",44318
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable0",304208,"PercLoss",-25.352,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable0",308296,"PercLoss",-23.561,"FutureRangeSize.FullDisp",44318
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable1",43736,"PercLoss",-25.352,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable1",41859,"PercLoss",-23.561,"FutureRangeSize.FullDisp",44318
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Gain",2718,"PercLoss",-25.352,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Gain",2459,"PercLoss",-23.561,"FutureRangeSize.FullDisp",44318
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Loss",14854,"PercGain",4.639,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Loss",12902,"PercGain",4.49,"FutureRangeSize.FullDisp",44318
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable0",304208,"PercGain",4.639,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable0",308296,"PercGain",4.49,"FutureRangeSize.FullDisp",44318
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable1",43736,"PercGain",4.639,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable1",41859,"PercGain",4.49,"FutureRangeSize.FullDisp",44318
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Gain",2718,"PercGain",4.639,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Gain",2459,"PercGain",4.49,"FutureRangeSize.FullDisp",44318
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Loss",14854,"SpeciesRangeChange",-20.713,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Loss",12902,"SpeciesRangeChange",-19.07,"FutureRangeSize.FullDisp",44318
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable0",304208,"SpeciesRangeChange",-20.713,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable0",308296,"SpeciesRangeChange",-19.07,"FutureRangeSize.FullDisp",44318
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable1",43736,"SpeciesRangeChange",-20.713,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Stable1",41859,"SpeciesRangeChange",-19.07,"FutureRangeSize.FullDisp",44318
"Quercus.lanata_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Gain",2718,"SpeciesRangeChange",-20.713,"FutureRangeSize.FullDisp",46454
"Quercus.lanata_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.lanata","Gain",2459,"SpeciesRangeChange",-19.07,"FutureRangeSize.FullDisp",44318
